z_{reio} 	 f_{UV} 	 sigma_8 	 n_{eff} 	 F(z=3.0) 	 F(z=3.2) 	 F(z=3.4) 	 F(z=3.6) 	 F(z=3.8) 	 F(z=4.0) 	 F(z=4.2) 	 F(z=4.6) 	 F(z=5.0) 	 F(z=5.4) 	 T_0(z=3.0) 	 T_0(z=3.2) 	 T_0(z=3.4) 	 T_0(z=3.6) 	 T_0(z=3.8) 	 T_0(z=4.0) 	 T_0(z=4.2) 	 T_0(z=4.6) 	 T_0(z=5.0) 	 T_0(z=5.4) 	 slope(z=3.0) 	 slope(z=3.2) 	 slope(z=3.4) 	 slope(z=3.6) 	 slope(z=3.8) 	 slope(z=4.0) 	 slope(z=4.2) 	 slope(z=4.6) 	 slope(z=5.0) 	 slope(z=5.4) 	 area 
9.0000000000 	 0.0000000000 	 0.8290000000 	 -2.3474000000 	 0.7858260000 	 0.7484950000 	 0.7096590000 	 0.6696130000 	 0.6286730000 	 0.5871770000 	 0.5454710000 	 0.4392620000 	 0.3152610000 	 0.2049990000 	 11251.500 	 11293.600 	 11229.000 	 10944.600 	 10421.800 	 9934.490 	 9227.310 	 8270.680 	 7890.680 	 7959.400 	 1.5391900000 	 1.5289400000 	 1.5175600000 	 1.5038200000 	 1.4892200000 	 1.4770600000 	 1.4690900000 	 1.4802500000 	 1.5081400000 	 1.5257800000 	 0.0000000000 
9.0000000000 	 0.0000000000 	 0.8290000000 	 -2.3274000000 	 0.7858260000 	 0.7484950000 	 0.7096590000 	 0.6696130000 	 0.6286730000 	 0.5871770000 	 0.5454710000 	 0.4392620000 	 0.3152610000 	 0.2049990000 	 11251.500 	 11293.600 	 11229.000 	 10944.600 	 10421.800 	 9934.490 	 9227.310 	 8270.680 	 7890.680 	 7959.400 	 1.5391900000 	 1.5289400000 	 1.5175600000 	 1.5038200000 	 1.4892200000 	 1.4770600000 	 1.4690900000 	 1.4802500000 	 1.5081400000 	 1.5257800000 	 0.0000000000 
9.0000000000 	 0.0000000000 	 0.8290000000 	 -2.3074000000 	 0.7858260000 	 0.7484950000 	 0.7096590000 	 0.6696130000 	 0.6286730000 	 0.5871770000 	 0.5454710000 	 0.4392620000 	 0.3152610000 	 0.2049990000 	 11251.500 	 11293.600 	 11229.000 	 10944.600 	 10421.800 	 9934.490 	 9227.310 	 8270.680 	 7890.680 	 7959.400 	 1.5391900000 	 1.5289400000 	 1.5175600000 	 1.5038200000 	 1.4892200000 	 1.4770600000 	 1.4690900000 	 1.4802500000 	 1.5081400000 	 1.5257800000 	 0.0000000000 
9.0000000000 	 0.0000000000 	 0.8290000000 	 -2.2874000000 	 0.7858260000 	 0.7484950000 	 0.7096590000 	 0.6696130000 	 0.6286730000 	 0.5871770000 	 0.5454710000 	 0.4392620000 	 0.3152610000 	 0.2049990000 	 11251.500 	 11293.600 	 11229.000 	 10944.600 	 10421.800 	 9934.490 	 9227.310 	 8270.680 	 7890.680 	 7959.400 	 1.5391900000 	 1.5289400000 	 1.5175600000 	 1.5038200000 	 1.4892200000 	 1.4770600000 	 1.4690900000 	 1.4802500000 	 1.5081400000 	 1.5257800000 	 0.0000000000 
9.0000000000 	 0.0000000000 	 0.8290000000 	 -2.2674000000 	 0.7858260000 	 0.7484950000 	 0.7096590000 	 0.6696130000 	 0.6286730000 	 0.5871770000 	 0.5454710000 	 0.4392620000 	 0.3152610000 	 0.2049990000 	 11251.500 	 11293.600 	 11229.000 	 10944.600 	 10421.800 	 9934.490 	 9227.310 	 8270.680 	 7890.680 	 7959.400 	 1.5391900000 	 1.5289400000 	 1.5175600000 	 1.5038200000 	 1.4892200000 	 1.4770600000 	 1.4690900000 	 1.4802500000 	 1.5081400000 	 1.5257800000 	 0.0000000000 
9.0000000000 	 0.0000000000 	 0.8290000000 	 -2.3074000000 	 0.5698510000 	 0.5086750000 	 0.4492100000 	 0.3922730000 	 0.3385780000 	 0.2887100000 	 0.2431080000 	 0.1466750000 	 0.0676442000 	 0.0247793000 	 11251.500 	 11293.600 	 11229.000 	 10944.600 	 10421.800 	 9934.490 	 9227.310 	 8270.680 	 7890.680 	 7959.400 	 1.5391900000 	 1.5289400000 	 1.5175600000 	 1.5038200000 	 1.4892200000 	 1.4770600000 	 1.4690900000 	 1.4802500000 	 1.5081400000 	 1.5257800000 	 0.2000000000 
9.0000000000 	 0.0000000000 	 0.8290000000 	 -2.3074000000 	 0.5698510000 	 0.5086750000 	 0.4492100000 	 0.3922730000 	 0.3385780000 	 0.2887100000 	 0.2431080000 	 0.1466750000 	 0.0676442000 	 0.0247793000 	 11251.500 	 11293.600 	 11229.000 	 10944.600 	 10421.800 	 9934.490 	 9227.310 	 8270.680 	 7890.680 	 7959.400 	 1.5391900000 	 1.5289400000 	 1.5175600000 	 1.5038200000 	 1.4892200000 	 1.4770600000 	 1.4690900000 	 1.4802500000 	 1.5081400000 	 1.5257800000 	 0.4500000000 
9.0000000000 	 0.0000000000 	 0.8290000000 	 -2.3074000000 	 0.5698510000 	 0.5086750000 	 0.4492100000 	 0.3922730000 	 0.3385780000 	 0.2887100000 	 0.2431080000 	 0.1466750000 	 0.0676442000 	 0.0247793000 	 11251.500 	 11293.600 	 11229.000 	 10944.600 	 10421.800 	 9934.490 	 9227.310 	 8270.680 	 7890.680 	 7959.400 	 1.5391900000 	 1.5289400000 	 1.5175600000 	 1.5038200000 	 1.4892200000 	 1.4770600000 	 1.4690900000 	 1.4802500000 	 1.5081400000 	 1.5257800000 	 0.6500000000 
9.0000000000 	 0.0000000000 	 0.8290000000 	 -2.3074000000 	 0.5698510000 	 0.5086750000 	 0.4492100000 	 0.3922730000 	 0.3385780000 	 0.2887100000 	 0.2431080000 	 0.1466750000 	 0.0676442000 	 0.0247793000 	 11251.500 	 11293.600 	 11229.000 	 10944.600 	 10421.800 	 9934.490 	 9227.310 	 8270.680 	 7890.680 	 7959.400 	 1.5391900000 	 1.5289400000 	 1.5175600000 	 1.5038200000 	 1.4892200000 	 1.4770600000 	 1.4690900000 	 1.4802500000 	 1.5081400000 	 1.5257800000 	 0.8000000000 
9.0000000000 	 0.0000000000 	 0.8290000000 	 -2.3074000000 	 0.5698510000 	 0.5086750000 	 0.4492100000 	 0.3922730000 	 0.3385780000 	 0.2887100000 	 0.2431080000 	 0.1466750000 	 0.0676442000 	 0.0247793000 	 11251.500 	 11293.600 	 11229.000 	 10944.600 	 10421.800 	 9934.490 	 9227.310 	 8270.680 	 7890.680 	 7959.400 	 1.5391900000 	 1.5289400000 	 1.5175600000 	 1.5038200000 	 1.4892200000 	 1.4770600000 	 1.4690900000 	 1.4802500000 	 1.5081400000 	 1.5257800000 	 1.0000000000 
9.0000000000 	 0.0000000000 	 0.8290000000 	 -2.3074000000 	 0.5932080000 	 0.5338380000 	 0.4756360000 	 0.4193900000 	 0.3658090000 	 0.3155000000 	 0.2689500000 	 0.1682290000 	 0.0819947000 	 0.0322699000 	 11251.500 	 11293.600 	 11229.000 	 10944.600 	 10421.800 	 9934.490 	 9227.310 	 8270.680 	 7890.680 	 7959.400 	 1.5391900000 	 1.5289400000 	 1.5175600000 	 1.5038200000 	 1.4892200000 	 1.4770600000 	 1.4690900000 	 1.4802500000 	 1.5081400000 	 1.5257800000 	 0.2000000000 
9.0000000000 	 0.0000000000 	 0.8290000000 	 -2.3074000000 	 0.5932080000 	 0.5338380000 	 0.4756360000 	 0.4193900000 	 0.3658090000 	 0.3155000000 	 0.2689500000 	 0.1682290000 	 0.0819947000 	 0.0322699000 	 11251.500 	 11293.600 	 11229.000 	 10944.600 	 10421.800 	 9934.490 	 9227.310 	 8270.680 	 7890.680 	 7959.400 	 1.5391900000 	 1.5289400000 	 1.5175600000 	 1.5038200000 	 1.4892200000 	 1.4770600000 	 1.4690900000 	 1.4802500000 	 1.5081400000 	 1.5257800000 	 0.4500000000 
9.0000000000 	 0.0000000000 	 0.8290000000 	 -2.3074000000 	 0.5932080000 	 0.5338380000 	 0.4756360000 	 0.4193900000 	 0.3658090000 	 0.3155000000 	 0.2689500000 	 0.1682290000 	 0.0819947000 	 0.0322699000 	 11251.500 	 11293.600 	 11229.000 	 10944.600 	 10421.800 	 9934.490 	 9227.310 	 8270.680 	 7890.680 	 7959.400 	 1.5391900000 	 1.5289400000 	 1.5175600000 	 1.5038200000 	 1.4892200000 	 1.4770600000 	 1.4690900000 	 1.4802500000 	 1.5081400000 	 1.5257800000 	 0.6500000000 
9.0000000000 	 0.0000000000 	 0.8290000000 	 -2.3074000000 	 0.5932080000 	 0.5338380000 	 0.4756360000 	 0.4193900000 	 0.3658090000 	 0.3155000000 	 0.2689500000 	 0.1682290000 	 0.0819947000 	 0.0322699000 	 11251.500 	 11293.600 	 11229.000 	 10944.600 	 10421.800 	 9934.490 	 9227.310 	 8270.680 	 7890.680 	 7959.400 	 1.5391900000 	 1.5289400000 	 1.5175600000 	 1.5038200000 	 1.4892200000 	 1.4770600000 	 1.4690900000 	 1.4802500000 	 1.5081400000 	 1.5257800000 	 0.8000000000 
9.0000000000 	 0.0000000000 	 0.8290000000 	 -2.3074000000 	 0.5932080000 	 0.5338380000 	 0.4756360000 	 0.4193900000 	 0.3658090000 	 0.3155000000 	 0.2689500000 	 0.1682290000 	 0.0819947000 	 0.0322699000 	 11251.500 	 11293.600 	 11229.000 	 10944.600 	 10421.800 	 9934.490 	 9227.310 	 8270.680 	 7890.680 	 7959.400 	 1.5391900000 	 1.5289400000 	 1.5175600000 	 1.5038200000 	 1.4892200000 	 1.4770600000 	 1.4690900000 	 1.4802500000 	 1.5081400000 	 1.5257800000 	 1.0000000000 
9.0000000000 	 0.0000000000 	 0.8290000000 	 -2.3074000000 	 0.6175220000 	 0.5602450000 	 0.5036160000 	 0.4483810000 	 0.3952300000 	 0.3447770000 	 0.2975380000 	 0.1929510000 	 0.0993895000 	 0.0420248000 	 11251.500 	 11293.600 	 11229.000 	 10944.600 	 10421.800 	 9934.490 	 9227.310 	 8270.680 	 7890.680 	 7959.400 	 1.5391900000 	 1.5289400000 	 1.5175600000 	 1.5038200000 	 1.4892200000 	 1.4770600000 	 1.4690900000 	 1.4802500000 	 1.5081400000 	 1.5257800000 	 0.2000000000 
9.0000000000 	 0.0000000000 	 0.8290000000 	 -2.3074000000 	 0.6175220000 	 0.5602450000 	 0.5036160000 	 0.4483810000 	 0.3952300000 	 0.3447770000 	 0.2975380000 	 0.1929510000 	 0.0993895000 	 0.0420248000 	 11251.500 	 11293.600 	 11229.000 	 10944.600 	 10421.800 	 9934.490 	 9227.310 	 8270.680 	 7890.680 	 7959.400 	 1.5391900000 	 1.5289400000 	 1.5175600000 	 1.5038200000 	 1.4892200000 	 1.4770600000 	 1.4690900000 	 1.4802500000 	 1.5081400000 	 1.5257800000 	 0.4500000000 
9.0000000000 	 0.0000000000 	 0.8290000000 	 -2.3074000000 	 0.6175220000 	 0.5602450000 	 0.5036160000 	 0.4483810000 	 0.3952300000 	 0.3447770000 	 0.2975380000 	 0.1929510000 	 0.0993895000 	 0.0420248000 	 11251.500 	 11293.600 	 11229.000 	 10944.600 	 10421.800 	 9934.490 	 9227.310 	 8270.680 	 7890.680 	 7959.400 	 1.5391900000 	 1.5289400000 	 1.5175600000 	 1.5038200000 	 1.4892200000 	 1.4770600000 	 1.4690900000 	 1.4802500000 	 1.5081400000 	 1.5257800000 	 0.6500000000 
9.0000000000 	 0.0000000000 	 0.8290000000 	 -2.3074000000 	 0.6175220000 	 0.5602450000 	 0.5036160000 	 0.4483810000 	 0.3952300000 	 0.3447770000 	 0.2975380000 	 0.1929510000 	 0.0993895000 	 0.0420248000 	 11251.500 	 11293.600 	 11229.000 	 10944.600 	 10421.800 	 9934.490 	 9227.310 	 8270.680 	 7890.680 	 7959.400 	 1.5391900000 	 1.5289400000 	 1.5175600000 	 1.5038200000 	 1.4892200000 	 1.4770600000 	 1.4690900000 	 1.4802500000 	 1.5081400000 	 1.5257800000 	 0.8000000000 
9.0000000000 	 0.0000000000 	 0.8290000000 	 -2.3074000000 	 0.6175220000 	 0.5602450000 	 0.5036160000 	 0.4483810000 	 0.3952300000 	 0.3447770000 	 0.2975380000 	 0.1929510000 	 0.0993895000 	 0.0420248000 	 11251.500 	 11293.600 	 11229.000 	 10944.600 	 10421.800 	 9934.490 	 9227.310 	 8270.680 	 7890.680 	 7959.400 	 1.5391900000 	 1.5289400000 	 1.5175600000 	 1.5038200000 	 1.4892200000 	 1.4770600000 	 1.4690900000 	 1.4802500000 	 1.5081400000 	 1.5257800000 	 1.0000000000 
9.0000000000 	 0.0000000000 	 0.8290000000 	 -2.3074000000 	 0.6428330000 	 0.5879580000 	 0.5332430000 	 0.4793770000 	 0.4270180000 	 0.3767700000 	 0.3291660000 	 0.2213060000 	 0.1204750000 	 0.0547285000 	 11251.500 	 11293.600 	 11229.000 	 10944.600 	 10421.800 	 9934.490 	 9227.310 	 8270.680 	 7890.680 	 7959.400 	 1.5391900000 	 1.5289400000 	 1.5175600000 	 1.5038200000 	 1.4892200000 	 1.4770600000 	 1.4690900000 	 1.4802500000 	 1.5081400000 	 1.5257800000 	 0.2000000000 
9.0000000000 	 0.0000000000 	 0.8290000000 	 -2.3074000000 	 0.6428330000 	 0.5879580000 	 0.5332430000 	 0.4793770000 	 0.4270180000 	 0.3767700000 	 0.3291660000 	 0.2213060000 	 0.1204750000 	 0.0547285000 	 11251.500 	 11293.600 	 11229.000 	 10944.600 	 10421.800 	 9934.490 	 9227.310 	 8270.680 	 7890.680 	 7959.400 	 1.5391900000 	 1.5289400000 	 1.5175600000 	 1.5038200000 	 1.4892200000 	 1.4770600000 	 1.4690900000 	 1.4802500000 	 1.5081400000 	 1.5257800000 	 0.4500000000 
9.0000000000 	 0.0000000000 	 0.8290000000 	 -2.3074000000 	 0.6428330000 	 0.5879580000 	 0.5332430000 	 0.4793770000 	 0.4270180000 	 0.3767700000 	 0.3291660000 	 0.2213060000 	 0.1204750000 	 0.0547285000 	 11251.500 	 11293.600 	 11229.000 	 10944.600 	 10421.800 	 9934.490 	 9227.310 	 8270.680 	 7890.680 	 7959.400 	 1.5391900000 	 1.5289400000 	 1.5175600000 	 1.5038200000 	 1.4892200000 	 1.4770600000 	 1.4690900000 	 1.4802500000 	 1.5081400000 	 1.5257800000 	 0.6500000000 
9.0000000000 	 0.0000000000 	 0.8290000000 	 -2.3074000000 	 0.6428330000 	 0.5879580000 	 0.5332430000 	 0.4793770000 	 0.4270180000 	 0.3767700000 	 0.3291660000 	 0.2213060000 	 0.1204750000 	 0.0547285000 	 11251.500 	 11293.600 	 11229.000 	 10944.600 	 10421.800 	 9934.490 	 9227.310 	 8270.680 	 7890.680 	 7959.400 	 1.5391900000 	 1.5289400000 	 1.5175600000 	 1.5038200000 	 1.4892200000 	 1.4770600000 	 1.4690900000 	 1.4802500000 	 1.5081400000 	 1.5257800000 	 0.8000000000 
9.0000000000 	 0.0000000000 	 0.8290000000 	 -2.3074000000 	 0.6428330000 	 0.5879580000 	 0.5332430000 	 0.4793770000 	 0.4270180000 	 0.3767700000 	 0.3291660000 	 0.2213060000 	 0.1204750000 	 0.0547285000 	 11251.500 	 11293.600 	 11229.000 	 10944.600 	 10421.800 	 9934.490 	 9227.310 	 8270.680 	 7890.680 	 7959.400 	 1.5391900000 	 1.5289400000 	 1.5175600000 	 1.5038200000 	 1.4892200000 	 1.4770600000 	 1.4690900000 	 1.4802500000 	 1.5081400000 	 1.5257800000 	 1.0000000000 
9.0000000000 	 0.0000000000 	 0.8290000000 	 -2.3074000000 	 0.6691810000 	 0.6170420000 	 0.5646120000 	 0.5125140000 	 0.4613620000 	 0.4117330000 	 0.3641550000 	 0.2538280000 	 0.1460330000 	 0.0712724000 	 11251.500 	 11293.600 	 11229.000 	 10944.600 	 10421.800 	 9934.490 	 9227.310 	 8270.680 	 7890.680 	 7959.400 	 1.5391900000 	 1.5289400000 	 1.5175600000 	 1.5038200000 	 1.4892200000 	 1.4770600000 	 1.4690900000 	 1.4802500000 	 1.5081400000 	 1.5257800000 	 0.2000000000 
9.0000000000 	 0.0000000000 	 0.8290000000 	 -2.3074000000 	 0.6691810000 	 0.6170420000 	 0.5646120000 	 0.5125140000 	 0.4613620000 	 0.4117330000 	 0.3641550000 	 0.2538280000 	 0.1460330000 	 0.0712724000 	 11251.500 	 11293.600 	 11229.000 	 10944.600 	 10421.800 	 9934.490 	 9227.310 	 8270.680 	 7890.680 	 7959.400 	 1.5391900000 	 1.5289400000 	 1.5175600000 	 1.5038200000 	 1.4892200000 	 1.4770600000 	 1.4690900000 	 1.4802500000 	 1.5081400000 	 1.5257800000 	 0.4500000000 
9.0000000000 	 0.0000000000 	 0.8290000000 	 -2.3074000000 	 0.6691810000 	 0.6170420000 	 0.5646120000 	 0.5125140000 	 0.4613620000 	 0.4117330000 	 0.3641550000 	 0.2538280000 	 0.1460330000 	 0.0712724000 	 11251.500 	 11293.600 	 11229.000 	 10944.600 	 10421.800 	 9934.490 	 9227.310 	 8270.680 	 7890.680 	 7959.400 	 1.5391900000 	 1.5289400000 	 1.5175600000 	 1.5038200000 	 1.4892200000 	 1.4770600000 	 1.4690900000 	 1.4802500000 	 1.5081400000 	 1.5257800000 	 0.6500000000 
9.0000000000 	 0.0000000000 	 0.8290000000 	 -2.3074000000 	 0.6691810000 	 0.6170420000 	 0.5646120000 	 0.5125140000 	 0.4613620000 	 0.4117330000 	 0.3641550000 	 0.2538280000 	 0.1460330000 	 0.0712724000 	 11251.500 	 11293.600 	 11229.000 	 10944.600 	 10421.800 	 9934.490 	 9227.310 	 8270.680 	 7890.680 	 7959.400 	 1.5391900000 	 1.5289400000 	 1.5175600000 	 1.5038200000 	 1.4892200000 	 1.4770600000 	 1.4690900000 	 1.4802500000 	 1.5081400000 	 1.5257800000 	 0.8000000000 
9.0000000000 	 0.0000000000 	 0.8290000000 	 -2.3074000000 	 0.6691810000 	 0.6170420000 	 0.5646120000 	 0.5125140000 	 0.4613620000 	 0.4117330000 	 0.3641550000 	 0.2538280000 	 0.1460330000 	 0.0712724000 	 11251.500 	 11293.600 	 11229.000 	 10944.600 	 10421.800 	 9934.490 	 9227.310 	 8270.680 	 7890.680 	 7959.400 	 1.5391900000 	 1.5289400000 	 1.5175600000 	 1.5038200000 	 1.4892200000 	 1.4770600000 	 1.4690900000 	 1.4802500000 	 1.5081400000 	 1.5257800000 	 1.0000000000 
9.0000000000 	 0.0000000000 	 0.8290000000 	 -2.3074000000 	 0.6966090000 	 0.6475650000 	 0.5978260000 	 0.5479430000 	 0.4984680000 	 0.4499390000 	 0.4028630000 	 0.2911290000 	 0.1770130000 	 0.0928173000 	 11251.500 	 11293.600 	 11229.000 	 10944.600 	 10421.800 	 9934.490 	 9227.310 	 8270.680 	 7890.680 	 7959.400 	 1.5391900000 	 1.5289400000 	 1.5175600000 	 1.5038200000 	 1.4892200000 	 1.4770600000 	 1.4690900000 	 1.4802500000 	 1.5081400000 	 1.5257800000 	 0.2000000000 
9.0000000000 	 0.0000000000 	 0.8290000000 	 -2.3074000000 	 0.6966090000 	 0.6475650000 	 0.5978260000 	 0.5479430000 	 0.4984680000 	 0.4499390000 	 0.4028630000 	 0.2911290000 	 0.1770130000 	 0.0928173000 	 11251.500 	 11293.600 	 11229.000 	 10944.600 	 10421.800 	 9934.490 	 9227.310 	 8270.680 	 7890.680 	 7959.400 	 1.5391900000 	 1.5289400000 	 1.5175600000 	 1.5038200000 	 1.4892200000 	 1.4770600000 	 1.4690900000 	 1.4802500000 	 1.5081400000 	 1.5257800000 	 0.4500000000 
9.0000000000 	 0.0000000000 	 0.8290000000 	 -2.3074000000 	 0.6966090000 	 0.6475650000 	 0.5978260000 	 0.5479430000 	 0.4984680000 	 0.4499390000 	 0.4028630000 	 0.2911290000 	 0.1770130000 	 0.0928173000 	 11251.500 	 11293.600 	 11229.000 	 10944.600 	 10421.800 	 9934.490 	 9227.310 	 8270.680 	 7890.680 	 7959.400 	 1.5391900000 	 1.5289400000 	 1.5175600000 	 1.5038200000 	 1.4892200000 	 1.4770600000 	 1.4690900000 	 1.4802500000 	 1.5081400000 	 1.5257800000 	 0.6500000000 
9.0000000000 	 0.0000000000 	 0.8290000000 	 -2.3074000000 	 0.6966090000 	 0.6475650000 	 0.5978260000 	 0.5479430000 	 0.4984680000 	 0.4499390000 	 0.4028630000 	 0.2911290000 	 0.1770130000 	 0.0928173000 	 11251.500 	 11293.600 	 11229.000 	 10944.600 	 10421.800 	 9934.490 	 9227.310 	 8270.680 	 7890.680 	 7959.400 	 1.5391900000 	 1.5289400000 	 1.5175600000 	 1.5038200000 	 1.4892200000 	 1.4770600000 	 1.4690900000 	 1.4802500000 	 1.5081400000 	 1.5257800000 	 0.8000000000 
9.0000000000 	 0.0000000000 	 0.8290000000 	 -2.3074000000 	 0.6966090000 	 0.6475650000 	 0.5978260000 	 0.5479430000 	 0.4984680000 	 0.4499390000 	 0.4028630000 	 0.2911290000 	 0.1770130000 	 0.0928173000 	 11251.500 	 11293.600 	 11229.000 	 10944.600 	 10421.800 	 9934.490 	 9227.310 	 8270.680 	 7890.680 	 7959.400 	 1.5391900000 	 1.5289400000 	 1.5175600000 	 1.5038200000 	 1.4892200000 	 1.4770600000 	 1.4690900000 	 1.4802500000 	 1.5081400000 	 1.5257800000 	 1.0000000000 
9.0000000000 	 0.0000000000 	 0.8290000000 	 -2.3074000000 	 0.7251620000 	 0.6795980000 	 0.6329940000 	 0.5858210000 	 0.5385590000 	 0.4916910000 	 0.4456860000 	 0.3339120000 	 0.2145660000 	 0.1208750000 	 11251.500 	 11293.600 	 11229.000 	 10944.600 	 10421.800 	 9934.490 	 9227.310 	 8270.680 	 7890.680 	 7959.400 	 1.5391900000 	 1.5289400000 	 1.5175600000 	 1.5038200000 	 1.4892200000 	 1.4770600000 	 1.4690900000 	 1.4802500000 	 1.5081400000 	 1.5257800000 	 0.2000000000 
9.0000000000 	 0.0000000000 	 0.8290000000 	 -2.3074000000 	 0.7251620000 	 0.6795980000 	 0.6329940000 	 0.5858210000 	 0.5385590000 	 0.4916910000 	 0.4456860000 	 0.3339120000 	 0.2145660000 	 0.1208750000 	 11251.500 	 11293.600 	 11229.000 	 10944.600 	 10421.800 	 9934.490 	 9227.310 	 8270.680 	 7890.680 	 7959.400 	 1.5391900000 	 1.5289400000 	 1.5175600000 	 1.5038200000 	 1.4892200000 	 1.4770600000 	 1.4690900000 	 1.4802500000 	 1.5081400000 	 1.5257800000 	 0.4500000000 
9.0000000000 	 0.0000000000 	 0.8290000000 	 -2.3074000000 	 0.7251620000 	 0.6795980000 	 0.6329940000 	 0.5858210000 	 0.5385590000 	 0.4916910000 	 0.4456860000 	 0.3339120000 	 0.2145660000 	 0.1208750000 	 11251.500 	 11293.600 	 11229.000 	 10944.600 	 10421.800 	 9934.490 	 9227.310 	 8270.680 	 7890.680 	 7959.400 	 1.5391900000 	 1.5289400000 	 1.5175600000 	 1.5038200000 	 1.4892200000 	 1.4770600000 	 1.4690900000 	 1.4802500000 	 1.5081400000 	 1.5257800000 	 0.6500000000 
9.0000000000 	 0.0000000000 	 0.8290000000 	 -2.3074000000 	 0.7251620000 	 0.6795980000 	 0.6329940000 	 0.5858210000 	 0.5385590000 	 0.4916910000 	 0.4456860000 	 0.3339120000 	 0.2145660000 	 0.1208750000 	 11251.500 	 11293.600 	 11229.000 	 10944.600 	 10421.800 	 9934.490 	 9227.310 	 8270.680 	 7890.680 	 7959.400 	 1.5391900000 	 1.5289400000 	 1.5175600000 	 1.5038200000 	 1.4892200000 	 1.4770600000 	 1.4690900000 	 1.4802500000 	 1.5081400000 	 1.5257800000 	 0.8000000000 
9.0000000000 	 0.0000000000 	 0.8290000000 	 -2.3074000000 	 0.7251620000 	 0.6795980000 	 0.6329940000 	 0.5858210000 	 0.5385590000 	 0.4916910000 	 0.4456860000 	 0.3339120000 	 0.2145660000 	 0.1208750000 	 11251.500 	 11293.600 	 11229.000 	 10944.600 	 10421.800 	 9934.490 	 9227.310 	 8270.680 	 7890.680 	 7959.400 	 1.5391900000 	 1.5289400000 	 1.5175600000 	 1.5038200000 	 1.4892200000 	 1.4770600000 	 1.4690900000 	 1.4802500000 	 1.5081400000 	 1.5257800000 	 1.0000000000 
9.0000000000 	 0.0000000000 	 0.8290000000 	 -2.3074000000 	 0.7548850000 	 0.7132150000 	 0.6702320000 	 0.6263170000 	 0.5818740000 	 0.5373170000 	 0.4930600000 	 0.3829820000 	 0.2600850000 	 0.1574150000 	 11251.500 	 11293.600 	 11229.000 	 10944.600 	 10421.800 	 9934.490 	 9227.310 	 8270.680 	 7890.680 	 7959.400 	 1.5391900000 	 1.5289400000 	 1.5175600000 	 1.5038200000 	 1.4892200000 	 1.4770600000 	 1.4690900000 	 1.4802500000 	 1.5081400000 	 1.5257800000 	 0.2000000000 
9.0000000000 	 0.0000000000 	 0.8290000000 	 -2.3074000000 	 0.7548850000 	 0.7132150000 	 0.6702320000 	 0.6263170000 	 0.5818740000 	 0.5373170000 	 0.4930600000 	 0.3829820000 	 0.2600850000 	 0.1574150000 	 11251.500 	 11293.600 	 11229.000 	 10944.600 	 10421.800 	 9934.490 	 9227.310 	 8270.680 	 7890.680 	 7959.400 	 1.5391900000 	 1.5289400000 	 1.5175600000 	 1.5038200000 	 1.4892200000 	 1.4770600000 	 1.4690900000 	 1.4802500000 	 1.5081400000 	 1.5257800000 	 0.4500000000 
9.0000000000 	 0.0000000000 	 0.8290000000 	 -2.3074000000 	 0.7548850000 	 0.7132150000 	 0.6702320000 	 0.6263170000 	 0.5818740000 	 0.5373170000 	 0.4930600000 	 0.3829820000 	 0.2600850000 	 0.1574150000 	 11251.500 	 11293.600 	 11229.000 	 10944.600 	 10421.800 	 9934.490 	 9227.310 	 8270.680 	 7890.680 	 7959.400 	 1.5391900000 	 1.5289400000 	 1.5175600000 	 1.5038200000 	 1.4892200000 	 1.4770600000 	 1.4690900000 	 1.4802500000 	 1.5081400000 	 1.5257800000 	 0.6500000000 
9.0000000000 	 0.0000000000 	 0.8290000000 	 -2.3074000000 	 0.7548850000 	 0.7132150000 	 0.6702320000 	 0.6263170000 	 0.5818740000 	 0.5373170000 	 0.4930600000 	 0.3829820000 	 0.2600850000 	 0.1574150000 	 11251.500 	 11293.600 	 11229.000 	 10944.600 	 10421.800 	 9934.490 	 9227.310 	 8270.680 	 7890.680 	 7959.400 	 1.5391900000 	 1.5289400000 	 1.5175600000 	 1.5038200000 	 1.4892200000 	 1.4770600000 	 1.4690900000 	 1.4802500000 	 1.5081400000 	 1.5257800000 	 0.8000000000 
9.0000000000 	 0.0000000000 	 0.8290000000 	 -2.3074000000 	 0.7548850000 	 0.7132150000 	 0.6702320000 	 0.6263170000 	 0.5818740000 	 0.5373170000 	 0.4930600000 	 0.3829820000 	 0.2600850000 	 0.1574150000 	 11251.500 	 11293.600 	 11229.000 	 10944.600 	 10421.800 	 9934.490 	 9227.310 	 8270.680 	 7890.680 	 7959.400 	 1.5391900000 	 1.5289400000 	 1.5175600000 	 1.5038200000 	 1.4892200000 	 1.4770600000 	 1.4690900000 	 1.4802500000 	 1.5081400000 	 1.5257800000 	 1.0000000000 
9.0000000000 	 0.0000000000 	 0.8290000000 	 -2.3074000000 	 0.7858260000 	 0.7484950000 	 0.7096590000 	 0.6696130000 	 0.6286730000 	 0.5871770000 	 0.5454710000 	 0.4392620000 	 0.3152610000 	 0.2049990000 	 11251.500 	 11293.600 	 11229.000 	 10944.600 	 10421.800 	 9934.490 	 9227.310 	 8270.680 	 7890.680 	 7959.400 	 1.5391900000 	 1.5289400000 	 1.5175600000 	 1.5038200000 	 1.4892200000 	 1.4770600000 	 1.4690900000 	 1.4802500000 	 1.5081400000 	 1.5257800000 	 0.2000000000 
